item_id,title,images,categories,description,details,average_rating,rating_number
b002ct5138,transworld skateboarding,"{'thumb': 'https://m.media-amazon.com/images/I/61EZ+F-jS1L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61EZ+F-jS1L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91Jg5Ecd9oL._AC_SL1500_.jpg'}",magazine subscriptions,,"{'Date First Available': 'May 11, 2021'}",4.8,8
b01fir6qwu,"chevy high performance,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51qTcMglYdL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51qTcMglYdL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71ei29rwwjL._AC_SL1024_.jpg'}",magazine subscriptions,"covers chevy muscle cars and trucks. every issue is packed with in-depth modification how-to's, restoration tips, and customization ideas.","{'Date First Available': 'May 11, 2016', 'Manufacturer': 'The Enthusiast Network'}",4.0,29
b00d8gwhtk,"bon appetit all access,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51w1rPh1nPL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51w1rPh1nPL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/711Nn74PHoL._AC_SL1020_.jpg'}",magazine subscriptions,,"{'Date First Available': 'June 1, 2020', 'Manufacturer': 'Cond  Nast'}",3.4,78
b00hg1bp5a,"gq print access,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51ZqvhWv6yL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51ZqvhWv6yL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71wCu2SvoNL._AC_SL1020_.jpg'}",magazine subscriptions,,{},3.4,85
b002pxvzhc,robb report,"{'thumb': 'https://m.media-amazon.com/images/I/41cjEjFy2PL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41cjEjFy2PL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61yssdkgBCL._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'September 22, 2009'}",4.4,123
b071xwn2rg,"men's journal,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/613hD6OC6+L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/613hD6OC6+L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71Iau9BIZpL._AC_SL1024_.jpg'}",magazine subscriptions,"men's journal magazine is the leading publication for men who love the outdoors and adventure. every issue features topics on style, technology, clothing, fitness, and health, and the magazine releases several special issues every year. from dressing right to finding the best mp3 player, each issue will help readers stay on top of current trends. men's journal magazine is focused on style, providing readers with a variety of clothing options throughout the year. one issue might focus on the latest fashions, while another issue highlights the hottest color of the season. the style sections also include information about accessories, including the top ties, watches, and shoes of the year. the magazine also delves into the world of technology, giving you the chance to find the best equipment for travel and work. devoted to everything about men, the men's journal magazine also features articles on health and fitness. whether you want tips on avoiding the flu or staying healthy in the sun, you will find exactly what you need. throughout the year, the journal offers a few special topics, including the top places to live in the world, suggested goals for your life, and the best gadgets for use at home and on the road. the magazine also offers travel ideas for the warmer and colder seasons. subscribing to men's journal magazine puts you in touch with your masculine side with tips and suggestions for clothing, technology, and more.","{'Date First Available': 'April 20, 2017', 'Manufacturer': 'A360 Media Llc'}",2.8,5
b00005r8b8,fortune (1-year),"{'thumb': 'https://m.media-amazon.com/images/I/51GdPuROGCL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51GdPuROGCL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91rkrUne3gL._AC_SL1500_.jpg'}",magazine subscriptions,,"{'Date First Available': 'April 30, 2015'}",4.0,13
b001thpa3k,"esquire,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/71o4u6-v-SL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/71o4u6-v-SL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'February 19, 2009'}",4.2,1140
b0948ll1d5,tv guide magazine,"{'thumb': 'https://m.media-amazon.com/images/I/61PZpFccpYL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61PZpFccpYL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'May 7, 2021'}",4.3,144
b00n56mgs0,games world of puzzles,"{'thumb': 'https://m.media-amazon.com/images/I/51CNGC58FaL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51CNGC58FaL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'August 29, 2014'}",4.8,215
b00006l2z8,zoobooks,"{'thumb': 'https://m.media-amazon.com/images/I/51Z+hWlPoQL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Z+hWlPoQL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71XECC8aviL._AC_SL1010_.jpg'}",magazine subscriptions,,"{'Date First Available': 'April 30, 2015'}",4.3,18
b00005n7r7,"los angeles magazine,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51rXUIXY8XL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51rXUIXY8XL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71p6-ESqx0L._AC_SL1024_.jpg'}",magazine subscriptions,"los angeles magazines lets you meet the people, explore the places, and preview the events that make southern california such an exciting, and exuberant place to live.","{'Date First Available': 'September 14, 2006', 'Manufacturer': 'Emmis Publishing'}",4.1,70
b01m11ay5c,"reader's digest,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61SIFLyqUcL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61SIFLyqUcL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"discover thousands of tips in health, family, home, money and more for living a richer, more satisfying life. it’s everything you need, in one easy read!","{'Date First Available': 'October 7, 2016', 'Manufacturer': 'Trusted Media Brands, Inc.'}",4.4,422
b093n2cq1b,honest history,"{'thumb': 'https://m.media-amazon.com/images/I/51xebZ2rFTL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51xebZ2rFTL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'April 28, 2021'}",5.0,1
b0000c4ctk,good old boat,"{'thumb': 'https://m.media-amazon.com/images/I/51OgtlP+8LL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51OgtlP+8LL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'October 30, 2006'}",4.6,40
b005ei2tru,"beauty launchpad,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61SC7Mu1-kL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61SC7Mu1-kL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'July 27, 2011', 'Manufacturer': 'Creative Age Publications Inc'}",4.5,2
b000oyclgi,"pc gamer [with cd],print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61UPojPC8dL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61UPojPC8dL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"pc gamer the #1 pc games magazine. the lastest game reviews, gaming news, tips, tricks and strategies to get the most out of your computer gaming experience.","{'Date First Available': 'April 3, 2007', 'Manufacturer': 'Future US, Inc.'}",4.4,8
b01lwt0101,"dr. oz the good life,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51vR9oO-R+L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51vR9oO-R+L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71lO6jGkqfL._AC_SL1232_.jpg'}",magazine subscriptions,"get a healthy dose of fun with dr. oz the good life magazine! whether you want to cook easy, healthy meals, lose five pounds, sleep eight hours, or simply squeeze more fun out of every day, dr. oz, the good life offers trusted advice and motivation to help you achieve your goals!","{'Date First Available': 'October 7, 2016', 'Manufacturer': 'Hearst Magazines'}",4.6,15
b00006ld81,"nostalgia magazine - inland northwest ed,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61PxfMaB1IL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61PxfMaB1IL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"nostalgia magazine is a publication of first-person stories and photos that bring back to life the memories we all have growing up in a depression, through a great world war, 8-track tapes and sipping sodas at the local drive-in. relive your memories through the pages of nostalgia.","{'Date First Available': 'September 16, 2006', 'Manufacturer': 'Nostalgia Magazine'}",5.0,1
b00f8p2vok,"new pioneer,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61xOO4iqWRL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61xOO4iqWRL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'September 19, 2013', 'Manufacturer': 'Harris Publications'}",2.9,14
b003n3qrfi,tv guide magazine,"{'thumb': 'https://m.media-amazon.com/images/I/61PZpFccpYL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61PZpFccpYL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61qBwsFFX4L._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'May 21, 2010'}",4.2,5510
b07qlb7h9h,"health,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/41b3ebccIvS._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41b3ebccIvS._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'April 17, 2019', 'Manufacturer': 'Meredith Corporation'}",4.1,76
b002pxvyu0,"time,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61qKFKDaYNL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61qKFKDaYNL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'September 25, 2014'}",4.4,3885
b002ct517o,"waterski,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51I22XkozhL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51I22XkozhL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61SAQcwm4TL._AC_SL1024_.jpg'}",magazine subscriptions,"waterski is edited for avid water skiers of all levels, from novices to experts. standard departments include instruction, boating, equipment, industry news, travel and competition. feature focus on topics such as worldwide travel, personalities in sports, ski-boat testing and evolutions, tournament coverage, trends in new products and performance tips. theme issues throughout the year include inboard boat buyer's guide, stern-drive and outboard buyers guide, special kids issue and new products for the coming year.","{'Date First Available': 'June 11, 2009', 'Manufacturer': 'Bonnier Corporation'}",5.0,2
b00hg0sxry,"worship leader magazine,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61MkCWsqWKL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61MkCWsqWKL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/A1fv1D7nljL._AC_SL1500_.jpg'}",magazine subscriptions,"worship leader magazine gives thought-provoking articles on issues relating to the practice of corporate and personal worship in the christian community 8 times a year! with the song discovery program, your 8-issue subscription includes 6 cd resources and leadsheets of the best of today's contemporary worship songs. subscribe today!","{'Date First Available': 'December 20, 2013', 'Manufacturer': 'The Worship Leader General Partnership'}",1.8,4
b00006amtf,roadracing world & motorcycle technology,"{'thumb': 'https://m.media-amazon.com/images/I/61OWOe6u8cL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61OWOe6u8cL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/917-LpeKZUL._AC_SL1500_.jpg'}",magazine subscriptions,,"{'Date First Available': 'September 19, 2006'}",4.3,36
b0001gblwy,"griffith review,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_SR38,50_.gif', 'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'September 14, 2006', 'Manufacturer': 'Griffith Review'}",5.0,1
b01f2i6ko4,"fortune,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/411LmoOZlvL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/411LmoOZlvL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81qWPdxbjzL._AC_SL1500_.jpg'}",magazine subscriptions,"fortune offers readers an unparalleled look at business and economic news, with incomparable access to business drivers around the globe.","{'Date First Available': 'May 2, 2016', 'Manufacturer': 'Fortune Media Group Holdings Limited'}",3.8,13
b000071f6r,"car - south africa,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_SR38,50_.gif', 'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"car, magazine provides road tests, features, and facts on the south african and international motoring scene.","{'Date First Available': 'September 16, 2006', 'Manufacturer': 'Ramsaymedia Pty Ltd'}",4.0,1
b00c4dh1v2,"anthony geary, genie francis, demi moore, ricky martin - general hospital 50th anniversary soap opera digest special tribute issue 1963-2013 magazine - collector's edition,misc. supplies","{'thumb': 'https://m.media-amazon.com/images/I/6105qNqybSL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/6105qNqybSL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/A1gdTZcacNL._AC_SL1500_.jpg'}",magazine subscriptions,,"{'Item Weight': '0.01 Ounces', 'Date First Available': 'March 31, 2013'}",5.0,6
